,base_case
C2H5O2 + C3H8 <=> C2H5O2H + IC3H7,-3.6712488990534354e-10
C3H8 + O2 <=> HO2 + NC3H7,7.017028504924549e-09
C3H8 + O <=> NC3H7 + OH,-2.0253279756243017e-05
C3H8 + OH <=> H2O + NC3H7,-9.671365910664759e-06
C3H8 + HO2 <=> H2O2 + NC3H7,1.755774718881265e-07
C3H8 + CH3 <=> CH4 + NC3H7,-2.8560336912277786e-07
C2H3 + C3H8 <=> C2H4 + NC3H7,-3.353045235242601e-10
C2H5 + C3H8 <=> C2H6 + NC3H7,3.232918474678446e-10
C3H5-A + C3H8 <=> C3H6 + NC3H7,4.613649939246785e-11
C3H8 + CH3O <=> CH3OH + NC3H7,-3.382540438409754e-09
C3H8 + CH3O2 <=> CH3O2H + NC3H7,1.3769711394910134e-09
C2H5O2 + C3H8 <=> C2H5O2H + NC3H7,-5.388029936966297e-11
H + IC3H7 <=> C2H5 + CH3,3.412734286534443e-07
IC3H7 + OH <=> C3H6 + H2O,-2.1073782268353625e-06
IC3H7 + O <=> CH3COCH3 + H,-8.151766376466509e-07
IC3H7 + O <=> CH3 + CH3CHO,-1.4073809727224993e-06
HO2 + NC3H7 => C2H5 + CH2O + OH,2.3877237440254e-07
CH3O2 + NC3H7 => C2H5 + CH2O + CH3O,1.5028999619327324e-07
HO2 + IC3H7 => CH3 + CH3CHO + OH,-2.387915917147489e-07
CH3O2 + IC3H7 => CH3 + CH3CHO + CH3O,2.1402762934168816e-07
C2H3 + CH3 (+M) <=> C3H6 (+M),-0.0009657187713686646
C2H4 + CH2(S) <=> C3H6,-1.0415913688491046e-05
C2H4 + CH2(S) <=> C3H6,-8.95278217208927e-07
C2H4 + CH2(S) <=> C3H5-A + H,-1.7778954999413634e-05
C2H4 + CH2(S) <=> C3H5-A + H,-3.991872133387235e-05
C2H4 + CH2(S) <=> C2H3 + CH3,-7.085876496037624e-06
C2H4 + CH2(S) <=> C2H3 + CH3,-4.942177193494872e-06
C2H3 + CH3 <=> C3H5-A + H,-0.00031431160806079123
C2H3 + CH3 <=> C3H5-A + H,-5.781245752031008e-05
C3H6 <=> C2H3 + CH3,-0.00030244575266191823
C3H6 <=> C2H3 + CH3,-4.1140207895976844e-05
C3H6 <=> C3H5-A + H,-0.00038442899936506555
C3H6 <=> C3H5-A + H,-5.015020671846047e-05
C3H5-T + H <=> C3H6,-6.297263673809019e-07
C3H5-T + H <=> C3H6,-5.0478516836999375e-08
