,base_case
HCN + OH <=> CN + H2O,1.1754664693651612e-05
HCN + OH <=> H + HOCN,6.018120331315143e-05
HCN + OH <=> H + HNCO,5.1659730763974045e-06
HCN <=> HNC,4.130194405164796e-06
H + HNC <=> H + HCN,1.8383553860336073e-06
HNC + O <=> CO + NH,4.926807246889385e-05
HNC + OH <=> H + HNCO,5.9046257412518496e-05
H + H2CN <=> H2 + HCN,-0.00010449939158153746
H2CN + M <=> H + HCN + M,0.0001288132950348779
HCNH <=> H + HCN,-2.4156891887180344e-08
H + NCN <=> HCN + N,7.78975318630735e-06
NCN + O <=> CN + NO,4.343187669621279e-06
CH + N2 (+M) <=> HCNN (+M),-1.3391096100215177e-09
CH + N2 <=> HNCN,-4.443187516216934e-08
HNCN + O <=> HCN + NO,3.4420856603206774e-07
HNCN + OH <=> H2O + NCN,3.255428489049824e-07
H + NCO <=> CO + NH,-0.0010069701547255848
NCO + O <=> CO + NO,0.0004242270432932428
HNCO + OH <=> H2O + NCO,0.0006097488814186811
H + HOCN <=> H2 + NCO,9.523871470803317e-05
H + HOCN <=> CO + NH2,-4.78707424190083e-07
H + HCNO <=> HCN + OH,-0.00019636155028070928
H + HCNO <=> H + HNCO,-0.0002588364120309829
HCNO + O <=> HCO + NO,6.0369447098519764e-05
HCNO + OH <=> CH2O + NO,0.0003447250789277812
